an,ap,ar,as,br,ch,ct,date,dd,dl,dn,ga,gj,hp,hr,jh,jk,ka,kl,la,ld,mh,ml,mn,mp,mz,nl,or,pb,py,rj,sk,status,tg,tn,tr,tt,un,up,ut,wb
0,58,0,0,36,3,14,03-May-20,0,427,0,0,374,0,66,0,35,13,0,19,0,678,0,0,49,0,0,2,330,0,114,0,Confirmed,21,266,12,2952,0,158,1,276
6,47,0,0,7,0,0,03-May-20,0,106,0,0,146,1,3,5,33,22,1,0,0,115,0,0,174,0,0,4,5,1,114,0,Recovered,46,38,0,911,0,56,0,-19
0,0,0,0,0,1,0,03-May-20,0,0,0,0,28,0,0,0,0,0,0,0,0,27,0,0,5,0,0,0,1,0,3,0,Deceased,0,1,0,140,0,0,0,74
0,67,0,0,11,5,1,04-May-20,0,349,0,0,376,1,75,0,25,37,0,0,0,1567,0,0,105,0,0,7,130,0,175,0,Confirmed,3,527,13,3656,0,121,0,61
0,36,0,0,3,2,0,04-May-20,0,69,0,0,153,0,9,0,16,28,61,0,0,350,0,0,58,0,0,0,11,0,82,0,Recovered,40,30,0,1082,0,48,0,86
0,0,0,0,0,0,0,04-May-20,0,0,0,0,29,0,1,0,0,2,0,0,0,35,0,0,9,0,0,0,2,0,6,0,Deceased,0,1,0,103,0,7,0,11
0,67,0,2,7,17,1,05-May-20,0,206,1,0,441,1,31,10,15,22,3,0,0,984,0,0,107,0,0,8,219,0,97,0,Confirmed,11,508,13,2971,0,114,1,85
0,65,0,0,31,0,0,05-May-20,0,37,0,0,186,0,2,6,17,10,0,0,0,354,0,0,144,1,0,0,5,0,87,0,Recovered,43,76,0,1295,0,185,0,46
0,1,0,0,0,0,0,05-May-20,0,0,0,0,49,1,0,0,0,2,0,0,0,34,0,0,11,0,0,1,2,0,12,0,Deceased,0,2,0,128,0,6,0,7
0,60,0,1,7,5,0,06-May-20,0,428,0,0,380,1,46,2,34,20,0,0,0,1233,0,0,89,0,0,28,75,0,159,0,Confirmed,11,771,22,3602,0,118,0,112
0,140,0,2,0,0,0,06-May-20,0,74,0,0,119,0,4,4,2,23,7,0,0,275,0,0,99,0,0,1,2,0,214,0,Recovered,20,31,0,1161,0,143,0,1
0,2,0,0,0,0,0,06-May-20,0,1,0,0,28,0,1,0,0,0,0,0,0,34,0,0,9,0,0,0,2,0,4,0,Deceased,0,2,0,91,0,4,0,4
0,56,0,8,8,11,0,07-May-20,0,448,0,0,388,3,31,5,18,12,0,0,0,1216,0,0,114,0,0,14,118,0,110,0,Confirmed,15,580,24,3344,0,73,0,92
1,51,0,0,60,0,0,07-May-20,0,389,0,0,209,0,0,4,13,12,5,0,0,207,0,0,132,0,0,1,14,0,150,0,Recovered,45,31,0,1475,0,120,0,31
0,2,0,0,1,0,0,07-May-20,0,1,0,0,29,0,0,0,1,1,0,0,0,43,0,0,8,0,0,0,1,0,6,0,Deceased,0,2,0,104,0,2,0,7
0,54,0,6,29,11,0,08-May-20,0,338,0,0,390,4,22,22,30,48,1,0,0,1089,0,0,89,0,0,51,87,1,152,0,Confirmed,10,600,30,3339,0,143,2,130
0,62,0,0,49,0,2,08-May-20,0,89,0,0,163,0,19,0,29,10,10,1,0,169,0,0,118,0,0,1,3,2,122,0,Recovered,34,58,0,1111,0,137,6,27
0,3,0,1,0,1,0,08-May-20,0,2,0,0,24,0,1,0,0,0,0,0,0,37,0,0,7,0,0,0,1,0,4,0,Deceased,0,3,0,97,0,4,0,9
0,43,0,2,32,23,0,09-May-20,0,224,0,0,394,2,28,2,13,41,2,0,0,1165,1,0,116,0,0,82,31,0,129,0,Confirmed,31,526,17,3175,0,159,4,108
0,45,0,0,51,3,5,09-May-20,0,0,0,0,219,1,11,37,4,10,1,0,0,330,0,0,131,0,0,5,5,0,151,0,Recovered,24,219,0,1414,0,112,1,49
0,3,0,-1,0,0,0,09-May-20,0,0,0,0,23,0,1,0,0,0,0,0,0,48,0,0,11,0,0,1,2,0,3,0,Deceased,1,4,0,115,0,8,0,11
0,50,0,1,96,4,0,10-May-20,0,381,0,0,398,6,28,1,25,54,7,0,0,1943,0,0,157,0,0,25,61,2,106,0,Confirmed,33,669,16,4311,0,94,1,153
0,38,0,0,36,0,6,10-May-20,0,49,0,0,454,0,10,0,15,36,4,3,0,399,0,0,196,0,0,0,9,1,79,0,Recovered,0,135,0,1669,0,154,0,45
0,1,0,0,1,1,0,10-May-20,0,5,0,0,21,0,1,0,0,1,0,0,0,53,0,0,4,0,0,0,0,0,2,0,Deceased,0,3,0,112,0,5,0,14
0,38,0,2,42,8,0,11-May-20,0,310,0,0,347,1,27,4,18,14,7,0,0,1230,0,0,171,0,0,38,54,0,174,0,Confirmed,79,798,0,3592,0,106,0,124
0,73,0,5,23,4,4,11-May-20,0,60,0,0,235,0,37,0,44,4,0,1,0,587,0,0,71,0,0,17,2,0,83,0,Recovered,50,92,0,1579,0,105,0,82
0,0,0,0,0,0,0,11-May-20,0,0,0,0,20,0,1,0,1,0,0,0,0,36,0,0,6,0,0,0,0,0,5,0,Deceased,0,6,0,81,0,1,0,5
0,71,0,0,130,6,0,12-May-20,0,406,0,0,362,8,50,11,55,63,5,0,0,1026,0,0,201,0,0,22,37,0,138,0,Confirmed,51,716,2,3562,0,91,1,110
0,58,0,0,5,2,1,12-May-20,0,383,1,0,466,0,5,1,28,7,0,0,0,339,0,0,113,0,0,31,3,0,130,0,Recovered,21,83,0,1905,0,115,0,113
0,1,0,0,0,0,0,12-May-20,0,13,0,0,24,0,0,0,0,0,0,0,0,53,0,0,4,0,0,0,1,0,4,0,Deceased,2,8,0,120,0,2,0,8
0,48,0,15,74,4,0,13-May-20,0,359,0,0,364,1,13,5,37,34,10,1,0,1495,0,0,187,0,0,101,10,1,202,0,Confirmed,41,509,1,3726,0,94,3,117
0,86,0,0,18,0,1,13-May-20,0,346,0,0,316,0,76,8,11,18,1,0,0,422,1,0,144,0,0,27,29,0,119,0,Recovered,117,41,0,1963,0,92,0,90
0,1,0,0,1,0,0,13-May-20,0,20,0,0,29,0,0,0,1,2,0,0,0,54,0,0,7,0,0,0,0,0,4,0,Deceased,2,3,0,137,0,4,0,9
0,68,0,7,46,0,1,14-May-20,0,472,0,8,324,6,25,26,12,28,26,0,0,1602,0,1,253,0,0,134,11,3,206,0,Confirmed,47,447,1,3991,0,144,6,87
0,50,0,0,12,7,1,14-May-20,0,187,0,0,191,0,21,0,19,9,3,0,0,542,0,0,167,0,0,15,23,0,65,0,Recovered,13,65,27,1594,0,107,4,66
0,1,0,0,0,0,0,14-May-20,0,9,0,0,20,0,0,0,0,2,0,0,0,44,0,0,5,0,0,0,0,0,4,0,Deceased,0,2,0,97,0,2,0,8
0,102,0,3,34,0,6,15-May-20,0,425,0,0,340,2,36,8,30,69,16,0,0,1576,0,0,169,0,0,65,-3,0,213,0,Confirmed,40,434,0,3808,0,155,4,84
0,60,0,1,28,3,0,15-May-20,0,473,0,0,282,0,25,10,28,20,0,2,0,475,0,0,112,0,0,8,82,0,91,0,Recovered,7,359,13,2234,0,93,1,61
0,0,0,0,0,0,0,15-May-20,0,8,0,0,20,0,2,0,0,1,0,0,0,49,0,0,2,0,0,0,0,0,0,0,Deceased,0,5,0,104,0,7,0,10
0,48,0,3,145,0,1,16-May-20,0,438,0,5,1057,2,33,6,108,36,11,0,0,1606,0,4,195,0,0,0,14,1,213,0,Confirmed,55,477,11,4794,0,201,9,115
0,101,0,0,33,11,2,16-May-20,0,408,0,0,273,4,50,16,29,16,4,0,0,524,0,0,32,0,0,30,952,0,215,0,Recovered,12,939,22,4012,0,276,0,63
0,1,0,0,1,0,0,16-May-20,0,6,0,0,19,0,0,0,1,0,0,0,0,67,0,0,4,0,0,0,0,0,1,0,Deceased,0,4,0,120,0,9,0,7
0,25,0,8,142,0,18,17-May-20,0,422,0,9,391,2,23,6,62,55,14,0,0,2347,0,0,187,0,0,91,18,0,242,0,Confirmed,42,639,-2,5049,0,206,1,101
0,103,0,1,0,0,1,17-May-20,0,276,0,0,191,1,48,0,33,13,0,0,0,600,0,0,88,0,0,24,109,0,111,0,Recovered,21,634,21,2538,0,195,1,67
0,1,0,0,0,0,0,17-May-20,0,19,0,0,34,0,1,0,1,1,0,0,0,63,0,0,5,0,0,1,3,0,5,0,Deceased,0,4,0,152,0,8,0,6
0,52,0,15,103,5,10,18-May-20,0,299,0,9,366,10,18,5,106,99,29,0,0,2005,0,0,259,0,0,48,16,0,305,0,Confirmed,41,536,0,4628,0,141,4,147
0,96,0,0,44,3,0,18-May-20,0,283,0,0,305,2,36,14,34,21,0,19,0,749,1,0,32,0,0,57,181,0,163,0,Recovered,10,234,4,2482,0,147,0,47
0,0,0,2,1,0,0,18-May-20,0,12,0,0,35,0,0,0,2,0,0,0,0,51,0,0,4,0,0,0,2,0,7,0,Deceased,0,3,0,131,0,6,0,6
0,57,0,42,96,3,5,19-May-20,0,500,0,8,395,2,36,20,28,149,12,0,0,2078,0,2,229,0,0,102,22,5,338,0,Confirmed,42,688,8,6154,814,321,15,137
0,69,0,0,0,3,0,19-May-20,0,265,0,0,239,5,29,0,38,13,0,0,0,1202,0,0,196,0,0,30,95,1,119,0,Recovered,9,489,27,3032,0,135,0,68
0,2,0,0,0,0,0,19-May-20,0,6,0,0,25,1,0,0,2,3,0,0,0,76,0,0,6,0,0,1,1,0,5,0,Deceased,4,3,0,146,0,5,0,6
0,71,0,31,257,3,14,20-May-20,0,534,0,4,398,18,29,42,73,67,24,1,0,2161,1,16,270,0,0,74,3,1,166,0,Confirmed,27,743,0,5716,282,249,15,142
0,43,0,7,54,79,0,20-May-20,0,442,0,0,176,3,21,2,31,13,5,0,0,679,0,0,103,0,0,36,152,0,53,0,Recovered,2,987,0,3099,0,148,1,62
0,1,0,0,0,0,0,20-May-20,0,10,0,0,30,0,0,0,1,1,0,0,0,65,0,0,9,0,0,1,0,0,4,0,Deceased,2,3,0,134,0,4,0,3
0,45,0,22,211,16,14,21-May-20,0,571,0,2,371,42,37,13,59,143,24,0,0,2345,0,0,246,0,0,51,23,0,212,0,Confirmed,38,776,2,6023,307,340,19,94
0,41,0,6,0,42,0,21-May-20,0,375,0,0,269,5,33,7,6,15,8,0,0,1408,0,0,110,0,0,50,25,0,81,0,Recovered,23,400,32,3131,0,138,0,57
0,1,0,0,0,0,0,21-May-20,0,18,0,0,24,0,0,0,2,0,0,0,0,64,0,0,4,0,0,1,1,0,4,0,Deceased,5,7,0,148,0,11,0,6
0,62,0,15,179,1,44,22-May-20,0,660,0,2,363,16,37,20,40,138,42,2,0,2940,0,1,189,0,0,86,1,3,267,0,Confirmed,62,786,0,6536,217,220,8,135
0,26,0,0,58,0,3,22-May-20,0,330,0,9,392,0,25,0,36,26,2,0,0,857,0,0,245,0,0,43,28,0,195,0,Recovered,7,846,4,3280,0,120,0,28
0,1,0,0,2,0,0,22-May-20,0,14,0,0,29,0,2,0,0,0,1,0,0,63,0,0,1,0,0,0,0,0,2,0,Deceased,3,4,0,142,0,14,0,6
0,47,0,121,228,6,42,23-May-20,0,591,1,1,396,17,64,27,80,216,62,3,0,2608,0,3,201,0,0,80,16,0,248,1,Confirmed,52,759,16,6665,279,282,91,127
0,48,0,2,24,1,2,23-May-20,0,370,0,0,289,2,44,5,54,11,3,0,0,821,0,0,178,0,0,61,23,0,106,0,Recovered,25,363,0,2576,0,82,2,60
0,1,0,0,0,0,0,23-May-20,0,23,0,0,27,0,0,0,1,1,0,0,0,60,0,0,9,0,0,0,0,0,7,0,Deceased,1,5,0,142,0,3,0,4
0,66,1,46,180,37,38,24-May-20,0,508,0,11,394,18,53,20,52,130,53,3,0,3041,0,3,294,0,0,67,15,15,286,0,Confirmed,41,765,3,7111,439,251,73,208
0,62,0,1,49,0,0,24-May-20,0,273,0,0,243,2,15,7,35,46,5,0,0,1196,0,2,141,0,0,53,28,2,62,0,Recovered,24,833,13,3285,0,132,3,58
0,0,0,0,0,1,0,24-May-20,0,30,0,0,29,0,0,1,0,0,1,0,0,58,0,0,9,0,0,0,1,0,3,0,Deceased,4,8,0,155,0,5,2,3
